State,City Tier,Brand,Year of Manufacture,Owner Type,Seller Type,Fuel Type,Insurance Status,Price (INR),Registration Year,Avg Daily Distance (km),Engine Capacity (cc),Mileage (km/l),Efficiency score,Daily fuel consumption,Resale Price (INR),Resale score,Model,Depreciation
Uttar Pradesh,Tier 2,KTM,2022,Second,Individual,Electric,Active,"1,32,330.00 ",2022,63.26,667,76.85,0.12,0.82,"92,238.92 ",44110,250 Duke,40091.08
Tamil Nadu,Tier 2,Hero,2020,Second,Individual,Hybrid,Active,"1,60,545.00 ",2022,27.86,435,84.37,0.19,0.33,"96,228.39 ",32109,Xtreme 160R,64316.61
Tamil Nadu,Tier 2,Honda,2015,Second,Dealer,Electric,Active,"1,72,833.00 ",2022,56.72,761,60.13,0.08,0.94,"1,05,912.21 ",17284,Shine,66920.79
Delhi,Tier 2,Honda,2017,Second,Individual,Hybrid,Expired,"2,38,947.00 ",2022,22.84,142,73.03,0.51,0.31,"99,843.92 ",29869,Shine,139103.08
Karnataka,Tier 2,KTM,2021,Second,Individual,Hybrid,Active,"2,53,100.00 ",2022,49.38,957,95.16,0.1,0.52,"1,36,390.28 ",63275,125 Duke,116709.72
Delhi,Tier 2,Honda,2022,Second,Dealer,Hybrid,Not Available,"62,559.00 ",2022,13.81,942,83.39,0.09,0.17,"25,934.83 ",20853,CBR 650R,36624.17
Tamil Nadu,Tier 2,Yamaha,2022,Second,Dealer,Petrol,Active,"2,83,844.00 ",2022,26.61,967,44.15,0.05,0.6,"2,16,039.28 ",94615,FZ V3,67804.72
Gujarat,Tier 2,Honda,2021,Second,Dealer,Hybrid,Active,"2,04,193.00 ",2022,70.02,734,75.43,0.1,0.93,"96,739.74 ",51049,CBR 650R,107453.26
Rajasthan,Tier 2,TVS,2022,Second,Individual,Electric,Not Available,"1,14,189.00 ",2022,47.46,565,71.7,0.13,0.66,"67,301.55 ",38063,Jupiter,46887.45
Tamil Nadu,Tier 2,Kawasaki,2021,Second,Dealer,Electric,Expired,"53,849.00 ",2022,32.92,560,77.8,0.14,0.42,"31,921.53 ",13463,Vulcan S,21927.47
Gujarat,Tier 2,Kawasaki,2018,Second,Individual,Hybrid,Expired,"1,90,019.00 ",2022,17.1,427,91.06,0.21,0.19,"1,51,016.18 ",27146,Ninja 400,39002.82
West Bengal,Tier 2,Bajaj,2018,Second,Individual,Hybrid,Expired,"2,59,607.00 ",2022,56.67,402,68.73,0.17,0.82,"1,05,195.62 ",37087,CT 100,154411.38
Gujarat,Tier 2,Hero,2017,Second,Dealer,Petrol,Not Available,"1,33,614.00 ",2022,77.95,672,31.54,0.05,2.47,"95,693.74 ",16702,Passion Pro,37920.26
Maharashtra,Tier 2,Hero,2018,Second,Individual,Electric,Active,"1,14,736.00 ",2022,26.81,533,96.91,0.18,0.28,"67,640.15 ",16391,Glamour,47095.85
Punjab,Tier 2,Royal Enfield,2020,Second,Dealer,Electric,Not Available,"3,63,345.00 ",2022,12.08,103,81.11,0.79,0.15,"2,15,422.79 ",72669,Meteor 350,147922.21
Delhi,Tier 2,Honda,2019,Second,Individual,Electric,Not Available,"67,356.00 ",2022,69.89,782,65.58,0.08,1.07,"50,170.24 ",11226,Dio,17185.76
Tamil Nadu,Tier 2,TVS,2020,Second,Dealer,Hybrid,Expired,"1,24,652.00 ",2022,9.88,211,71.81,0.34,0.14,"58,248.60 ",24931,Ronin,66403.4
Karnataka,Tier 2,Honda,2015,Second,Individual,Electric,Active,"1,92,786.00 ",2022,46.01,193,72.97,0.38,0.63,"1,31,693.81 ",19279,Unicorn,61092.19
Maharashtra,Tier 2,Hero,2021,Second,Dealer,Hybrid,Expired,"1,53,525.00 ",2022,74.31,698,72.81,0.1,1.02,"97,457.69 ",38382,Splendor Plus,56067.31
Karnataka,Tier 2,Yamaha,2021,Second,Dealer,Electric,Not Available,"57,299.00 ",2022,59.45,150,73.4,0.49,0.81,"33,881.87 ",14325,R15 V4,23417.13
Rajasthan,Tier 2,Hero,2020,Second,Dealer,Hybrid,Active,"3,49,074.00 ",2022,18.39,108,74.61,0.69,0.25,"2,15,820.32 ",69815,Glamour,133253.68
West Bengal,Tier 2,TVS,2017,Second,Individual,Hybrid,Active,"3,02,948.00 ",2022,16.41,898,99.35,0.11,0.17,"2,26,375.43 ",37869,Sport,76572.57
Tamil Nadu,Tier 2,KTM,2020,Second,Individual,Electric,Active,"2,82,125.00 ",2022,43.05,444,88.97,0.2,0.48,"1,76,808.61 ",56425,Duke 200,105316.39
Karnataka,Tier 2,TVS,2020,Second,Dealer,Electric,Not Available,"2,52,259.00 ",2022,35.32,599,61,0.1,0.58,"1,75,822.46 ",50452,Sport,76436.54
West Bengal,Tier 2,Yamaha,2021,Second,Dealer,Petrol,Expired,"1,56,226.00 ",2022,76.73,228,28.49,0.12,2.69,"70,187.34 ",39057,R15 V4,86038.66
Maharashtra,Tier 2,TVS,2019,Second,Dealer,Hybrid,Expired,"1,89,878.00 ",2022,11.97,789,85.93,0.11,0.14,"86,953.17 ",31647,Sport,102924.83
Madhya Pradesh,Tier 2,Kawasaki,2022,Second,Individual,Hybrid,Expired,"3,94,293.00 ",2022,77.55,896,78.88,0.09,0.98,"2,67,875.60 ",131431,Vulcan S,126417.4
Punjab,Tier 2,Royal Enfield,2021,Second,Individual,Petrol,Not Available,"2,78,527.00 ",2022,70.7,994,48.2,0.05,1.47,"1,90,668.07 ",69632,Himalayan,87858.93
Maharashtra,Tier 2,Bajaj,2022,Second,Individual,Petrol,Not Available,"75,453.00 ",2022,44.67,848,58.41,0.07,0.76,"36,751.97 ",25151,Platina 110,38701.03
Karnataka,Tier 2,Honda,2015,Second,Dealer,Hybrid,Not Available,"1,90,116.00 ",2022,40.7,313,89.57,0.29,0.45,"1,33,640.99 ",19012,Shine,56475.01
Delhi,Tier 2,Kawasaki,2017,Second,Individual,Petrol,Not Available,"3,25,123.00 ",2022,55.54,566,39.7,0.07,1.4,"1,98,820.91 ",40641,Ninja 300,126302.09
Delhi,Tier 2,Bajaj,2021,Second,Individual,Electric,Not Available,"3,61,321.00 ",2022,38.31,838,61.66,0.07,0.62,"2,22,257.52 ",90331,CT 100,139063.48
Punjab,Tier 2,Honda,2020,Second,Individual,Petrol,Expired,"1,13,147.00 ",2022,41.71,403,52.1,0.13,0.8,"79,703.38 ",22630,Shine,33443.62
West Bengal,Tier 2,Honda,2020,Second,Dealer,Petrol,Expired,"2,14,248.00 ",2022,50.6,300,54.78,0.18,0.92,"1,34,041.78 ",42850,Shine,80206.22
Karnataka,Tier 2,Yamaha,2015,Second,Individual,Hybrid,Active,"3,87,520.00 ",2022,25.18,281,64.45,0.23,0.39,"3,04,077.24 ",38752,R15 V4,83442.76
Gujarat,Tier 2,Kawasaki,2015,Second,Dealer,Petrol,Expired,"3,80,954.00 ",2022,73.04,409,33.83,0.08,2.16,"2,86,919.55 ",38096,Versys 650,94034.45
Punjab,Tier 2,Royal Enfield,2022,Second,Dealer,Hybrid,Active,"86,023.00 ",2022,66.91,567,72.15,0.13,0.93,"36,843.26 ",28675,Himalayan,49179.74
Gujarat,Tier 2,Kawasaki,2017,Second,Individual,Hybrid,Expired,"51,159.00 ",2022,17.59,684,78.07,0.11,0.23,"27,581.98 ",6395,Z650,23577.02
Madhya Pradesh,Tier 2,Bajaj,2015,Second,Dealer,Electric,Not Available,"3,90,032.00 ",2022,7.21,521,70.91,0.14,0.1,"1,56,689.11 ",39004,CT 100,233342.89
Punjab,Tier 2,Yamaha,2020,Second,Individual,Electric,Not Available,"2,91,125.00 ",2022,78.29,307,68.92,0.22,1.14,"1,27,741.33 ",58225,FZ V3,163383.67
Karnataka,Tier 2,TVS,2015,Second,Individual,Petrol,Not Available,"1,48,072.00 ",2022,68.5,177,26.13,0.15,2.62,"1,05,809.76 ",14808,Apache RTR 160,42262.24
Uttar Pradesh,Tier 2,Hero,2022,Second,Individual,Electric,Active,"86,646.00 ",2022,77.57,456,97.24,0.21,0.8,"53,962.81 ",28882,Xtreme 160R,32683.19
Tamil Nadu,Tier 2,TVS,2018,Second,Dealer,Electric,Expired,"2,80,876.00 ",2022,18,176,77.94,0.44,0.23,"2,08,853.53 ",40126,NTorq 125,72022.47
Maharashtra,Tier 2,Kawasaki,2020,Second,Individual,Hybrid,Not Available,"3,35,774.00 ",2022,42.54,145,96.38,0.66,0.44,"2,60,284.53 ",67155,Ninja 300,75489.47
Maharashtra,Tier 2,KTM,2021,Second,Individual,Electric,Active,"1,79,479.00 ",2022,31.6,320,79.66,0.25,0.4,"1,02,295.43 ",44870,125 Duke,77183.57
West Bengal,Tier 2,TVS,2021,Second,Dealer,Hybrid,Not Available,"2,73,626.00 ",2022,47.21,174,86.24,0.5,0.55,"1,59,189.26 ",68407,Apache RTR 160,114436.74
Tamil Nadu,Tier 2,Kawasaki,2015,Third,Individual,Petrol,Not Available,"2,39,548.00 ",2021,68.73,998,33.1,0.03,2.08,"1,53,335.69 ",23955,Ninja 300,86212.31
Karnataka,Tier 2,KTM,2021,Third,Dealer,Electric,Expired,"1,76,529.00 ",2021,51.67,243,71.88,0.3,0.72,"76,436.96 ",44133,390 Adventure,100092.04
Punjab,Tier 2,TVS,2019,Third,Individual,Electric,Expired,"61,250.00 ",2021,17.35,171,91.99,0.54,0.19,"27,476.59 ",10209,Apache RTR 160,33773.41
Punjab,Tier 2,Bajaj,2020,Third,Individual,Hybrid,Not Available,"59,475.00 ",2021,26.08,312,76.37,0.24,0.34,"25,347.86 ",11895,CT 100,34127.14
West Bengal,Tier 2,Royal Enfield,2016,Third,Dealer,Petrol,Expired,"2,96,923.00 ",2021,28.29,987,37.82,0.04,0.75,"1,40,026.64 ",32992,Classic 350,156896.36
Punjab,Tier 2,TVS,2018,Third,Dealer,Petrol,Not Available,"56,685.00 ",2021,60.76,221,45.43,0.21,1.34,"23,785.86 ",8098,Ronin,32899.14
Punjab,Tier 2,Bajaj,2021,Third,Dealer,Petrol,Active,"2,69,364.00 ",2021,5.17,874,25.82,0.03,0.2,"2,06,047.87 ",67341,Pulsar 150,63316.13
Delhi,Tier 2,KTM,2021,Third,Dealer,Electric,Active,"96,695.00 ",2021,7.08,727,74.5,0.1,0.1,"55,947.52 ",24174,RC 390,40747.48
Gujarat,Tier 2,Bajaj,2019,Third,Individual,Hybrid,Active,"1,72,867.00 ",2021,79.38,533,61.54,0.12,1.29,"98,757.76 ",28812,Pulsar 150,74109.24
Delhi,Tier 2,KTM,2016,Third,Individual,Electric,Active,"3,99,701.00 ",2021,35.5,249,62.56,0.25,0.57,"2,28,219.77 ",44412,125 Duke,171481.23
Gujarat,Tier 2,Hero,2020,Third,Individual,Electric,Expired,"50,031.00 ",2021,58.3,395,77.61,0.2,0.75,"34,348.76 ",10007,Glamour,15682.24
Karnataka,Tier 2,Royal Enfield,2019,Third,Dealer,Petrol,Expired,"1,18,452.00 ",2021,78.67,346,46.68,0.13,1.69,"74,449.87 ",19742,Classic 350,44002.13
Karnataka,Tier 2,TVS,2016,Third,Dealer,Petrol,Not Available,"1,47,330.00 ",2021,13.22,511,47.6,0.09,0.28,"97,729.98 ",16370,Ronin,49600.02
Maharashtra,Tier 2,Royal Enfield,2020,Third,Individual,Petrol,Not Available,"52,836.00 ",2021,58.69,105,36.9,0.35,1.59,"24,490.41 ",10568,Himalayan,28345.59
Rajasthan,Tier 2,Royal Enfield,2021,Third,Dealer,Hybrid,Not Available,"1,24,119.00 ",2021,70.7,519,92.06,0.18,0.77,"64,972.11 ",31030,Himalayan,59146.89
West Bengal,Tier 2,Kawasaki,2019,Third,Individual,Petrol,Expired,"1,60,224.00 ",2021,11.93,888,45.31,0.05,0.26,"97,574.59 ",26704,Z650,62649.41
West Bengal,Tier 2,Kawasaki,2019,Third,Dealer,Petrol,Active,"3,48,450.00 ",2021,25.96,286,41.33,0.14,0.63,"1,83,537.46 ",58075,Z650,164912.54
West Bengal,Tier 2,Hero,2020,Third,Individual,Electric,Expired,"2,29,778.00 ",2021,9.49,368,91.29,0.25,0.1,"1,68,530.22 ",45956,HF Deluxe,61247.78
Maharashtra,Tier 2,Royal Enfield,2020,Third,Dealer,Petrol,Not Available,"2,16,240.00 ",2021,5.25,896,30.4,0.03,0.17,"1,39,730.16 ",43248,Himalayan,76509.84
Karnataka,Tier 2,Honda,2016,Third,Individual,Petrol,Expired,"81,464.00 ",2021,8.7,415,27.04,0.07,0.32,"44,996.45 ",9052,Shine,36467.55
Rajasthan,Tier 2,Royal Enfield,2019,Third,Individual,Electric,Active,"2,56,449.00 ",2021,11.22,939,85.04,0.09,0.13,"1,13,427.35 ",42742,Classic 350,143021.65
West Bengal,Tier 2,Yamaha,2016,Third,Individual,Electric,Active,"1,25,768.00 ",2021,38.22,311,90.92,0.29,0.42,"76,228.77 ",13975,FZ V3,49539.23
Gujarat,Tier 2,Royal Enfield,2020,Third,Dealer,Electric,Active,"2,22,350.00 ",2021,48.04,268,84.72,0.32,0.57,"1,57,645.27 ",44470,Interceptor 650,64704.73
Gujarat,Tier 2,TVS,2018,Third,Dealer,Hybrid,Expired,"1,90,162.00 ",2021,48.88,570,86.54,0.15,0.56,"84,586.16 ",27166,Sport,105575.84
Uttar Pradesh,Tier 2,Royal Enfield,2015,Third,Individual,Hybrid,Expired,"3,40,481.00 ",2021,66.43,335,68.18,0.2,0.97,"2,45,023.63 ",34049,Himalayan,95457.37
Rajasthan,Tier 2,KTM,2021,Third,Dealer,Petrol,Expired,"2,19,760.00 ",2021,59.92,268,36.29,0.14,1.65,"1,56,469.29 ",54940,RC 390,63290.71
Madhya Pradesh,Tier 2,Kawasaki,2021,Third,Individual,Petrol,Expired,"2,22,446.00 ",2021,13.72,546,35.06,0.06,0.39,"1,47,529.45 ",55612,Ninja 400,74916.55
Madhya Pradesh,Tier 2,Honda,2020,Third,Individual,Petrol,Expired,"88,988.00 ",2021,51.67,196,31.42,0.16,1.64,"59,399.40 ",17798,Activa,29588.6
Maharashtra,Tier 2,Royal Enfield,2018,Third,Individual,Petrol,Expired,"78,822.00 ",2021,49.88,696,39.02,0.06,1.28,"54,578.92 ",11261,Hunter 350,24243.08
West Bengal,Tier 2,TVS,2018,Third,Individual,Electric,Not Available,"1,17,100.00 ",2021,68.97,106,80.11,0.76,0.86,"80,656.36 ",16729,NTorq 125,36443.64
Gujarat,Tier 2,Yamaha,2020,Third,Dealer,Hybrid,Expired,"1,03,339.00 ",2021,30.73,240,95.5,0.4,0.32,"81,875.89 ",20668,Ray ZR,21463.11
West Bengal,Tier 2,Honda,2016,Third,Dealer,Hybrid,Not Available,"94,293.00 ",2021,69.91,360,71.32,0.2,0.98,"58,031.59 ",10477,Dio,36261.41
Gujarat,Tier 2,Hero,2020,Third,Dealer,Petrol,Not Available,"1,71,165.00 ",2021,50.23,729,51.89,0.07,0.97,"89,654.14 ",34233,Xtreme 160R,81510.86
Rajasthan,Tier 2,Yamaha,2021,Third,Individual,Petrol,Expired,"2,36,349.00 ",2021,39.85,654,52.68,0.08,0.76,"1,60,332.71 ",59088,Ray ZR,76016.29
Madhya Pradesh,Tier 2,Hero,2020,Third,Dealer,Petrol,Expired,"1,10,183.00 ",2021,38.44,948,29.14,0.03,1.32,"77,592.06 ",22037,Glamour,32590.94
West Bengal,Tier 2,Honda,2020,Third,Individual,Hybrid,Expired,"3,42,958.00 ",2021,74.06,885,69.9,0.08,1.06,"1,68,843.81 ",68592,Unicorn,174114.19
Tamil Nadu,Tier 2,Kawasaki,2019,Third,Individual,Hybrid,Expired,"2,75,018.00 ",2021,61.34,241,99.27,0.41,0.62,"1,86,043.99 ",45837,Ninja 300,88974.01
Rajasthan,Tier 2,Honda,2020,Third,Individual,Hybrid,Expired,"3,90,334.00 ",2021,31.31,441,96.63,0.22,0.32,"2,50,759.48 ",78067,Dio,139574.52
Delhi,Tier 2,Royal Enfield,2021,Third,Individual,Petrol,Active,"75,749.00 ",2021,16.27,773,35.04,0.05,0.46,"32,576.39 ",18938,Classic 350,43172.61
Delhi,Tier 2,KTM,2019,Third,Dealer,Electric,Active,"90,609.00 ",2021,37.59,343,95.26,0.28,0.39,"57,184.48 ",15102,250 Duke,33424.52
Uttar Pradesh,Tier 2,Yamaha,2018,Third,Individual,Hybrid,Expired,"1,93,613.00 ",2021,20.78,611,65.51,0.11,0.32,"1,45,173.64 ",27659,Fascino 125,48439.36
Maharashtra,Tier 2,KTM,2015,Third,Individual,Petrol,Active,"55,452.00 ",2021,43.04,757,36.93,0.05,1.17,"30,651.80 ",5546,390 Adventure,24800.2
Tamil Nadu,Tier 2,KTM,2017,Third,Dealer,Petrol,Active,"2,63,585.00 ",2021,11.92,189,30.69,0.16,0.39,"1,50,335.94 ",32949,390 Adventure,113249.06
Uttar Pradesh,Tier 2,Hero,2016,Third,Dealer,Hybrid,Expired,"3,20,815.00 ",2021,10.14,977,79.88,0.08,0.13,"1,63,615.61 ",35647,Glamour,157199.39
Maharashtra,Tier 2,Bajaj,2016,Third,Dealer,Electric,Not Available,"3,85,318.00 ",2021,15.62,234,88.87,0.38,0.18,"1,70,943.62 ",42814,Platina 110,214374.38
Karnataka,Tier 2,Honda,2017,Third,Individual,Electric,Expired,"2,53,529.00 ",2021,61.95,220,93.19,0.42,0.66,"1,06,241.68 ",31692,Dio,147287.32
Delhi,Tier 2,Hero,2015,Third,Dealer,Petrol,Expired,"2,27,467.00 ",2021,26.25,136,26.54,0.2,0.99,"1,75,103.30 ",22747,HF Deluxe,52363.7
West Bengal,Tier 2,KTM,2021,Third,Individual,Electric,Expired,"3,89,799.00 ",2021,23.03,249,91.09,0.37,0.25,"1,67,429.96 ",97450,RC 390,222369.04
Delhi,Tier 2,Honda,2021,Third,Individual,Petrol,Active,"3,34,618.00 ",2021,45.22,179,41.15,0.23,1.1,"1,80,901.69 ",83655,Dio,153716.31
West Bengal,Tier 2,Bajaj,2018,Third,Individual,Electric,Not Available,"1,37,200.00 ",2021,31.99,364,84.15,0.23,0.38,"1,04,415.55 ",19600,Dominar 400,32784.45
Karnataka,Tier 2,Hero,2020,Third,Dealer,Electric,Not Available,"3,19,127.00 ",2021,57.85,814,89.58,0.11,0.65,"2,50,361.87 ",63826,Splendor Plus,68765.13
Punjab,Tier 2,Royal Enfield,2021,Third,Dealer,Electric,Active,"88,875.00 ",2021,59.97,129,78.24,0.61,0.77,"52,290.54 ",22219,Interceptor 650,36584.46
Rajasthan,Tier 2,Honda,2020,Third,Dealer,Electric,Expired,"1,67,067.00 ",2021,27.36,911,73.83,0.08,0.37,"1,00,210.43 ",33414,CBR 650R,66856.57
Uttar Pradesh,Tier 2,Royal Enfield,2015,Third,Individual,Hybrid,Not Available,"2,56,636.00 ",2021,55.95,361,96.61,0.27,0.58,"1,59,064.04 ",25664,Interceptor 650,97571.96
Gujarat,Tier 2,Yamaha,2020,Third,Dealer,Petrol,Expired,"1,85,035.00 ",2021,25.95,452,28.04,0.06,0.93,"1,02,582.08 ",37007,R15 V4,82452.92
Gujarat,Tier 2,KTM,2019,Third,Individual,Electric,Active,"3,70,998.00 ",2021,54.65,441,98.79,0.22,0.55,"2,35,275.35 ",61833,250 Duke,135722.65
Rajasthan,Tier 2,Yamaha,2021,Third,Dealer,Electric,Not Available,"1,13,798.00 ",2021,17.73,833,99.02,0.12,0.18,"52,373.12 ",28450,R15 V4,61424.88
Rajasthan,Tier 2,TVS,2019,Third,Dealer,Electric,Not Available,"78,270.00 ",2021,11.5,552,87.69,0.16,0.13,"35,077.74 ",13045,Jupiter,43192.26
Punjab,Tier 2,TVS,2019,Third,Dealer,Hybrid,Active,"1,56,435.00 ",2021,54.36,227,88.46,0.39,0.61,"1,18,754.42 ",26073,NTorq 125,37680.58
Tamil Nadu,Tier 2,Honda,2018,Third,Individual,Petrol,Expired,"2,48,633.00 ",2021,62.04,870,32.21,0.04,1.93,"1,34,909.11 ",35519,Unicorn,113723.89
Gujarat,Tier 2,Hero,2016,Third,Dealer,Hybrid,Expired,"1,31,342.00 ",2021,41.42,865,96.3,0.11,0.43,"82,914.48 ",14594,Xtreme 160R,48427.52
Tamil Nadu,Tier 2,Honda,2015,Third,Dealer,Electric,Not Available,"1,01,301.00 ",2021,31.82,846,82.88,0.1,0.38,"72,183.44 ",10131,Shine,29117.56
Delhi,Tier 2,Bajaj,2018,Third,Dealer,Electric,Not Available,"2,70,096.00 ",2021,43.15,566,75.84,0.13,0.57,"1,11,515.88 ",38586,Avenger 220,158580.12
Rajasthan,Tier 2,TVS,2016,Third,Individual,Electric,Not Available,"1,70,354.00 ",2021,34.19,307,92.31,0.3,0.37,"97,283.79 ",18929,NTorq 125,73070.21
Punjab,Tier 2,Royal Enfield,2021,Third,Dealer,Petrol,Expired,"3,09,778.00 ",2021,30.2,155,56.96,0.37,0.53,"2,10,841.12 ",77445,Himalayan,98936.88
Karnataka,Tier 2,Yamaha,2020,Third,Individual,Hybrid,Active,"89,731.00 ",2021,37.33,749,78.38,0.1,0.48,"58,959.38 ",17947,FZ V3,30771.62
Punjab,Tier 2,Bajaj,2021,Third,Dealer,Petrol,Expired,"2,75,741.00 ",2021,11.99,279,59.25,0.21,0.2,"1,11,102.47 ",68936,Avenger 220,164638.53
Gujarat,Tier 2,Royal Enfield,2020,Third,Individual,Hybrid,Expired,"93,752.00 ",2021,48.78,610,64.31,0.11,0.76,"67,713.80 ",18751,Hunter 350,26038.2
Madhya Pradesh,Tier 2,Royal Enfield,2020,Third,Dealer,Petrol,Expired,"3,65,719.00 ",2021,73.91,347,50.4,0.15,1.47,"2,52,029.65 ",73144,Interceptor 650,113689.35
Delhi,Tier 2,Hero,2020,Third,Individual,Hybrid,Not Available,"1,76,150.00 ",2021,13.99,577,77.24,0.13,0.18,"1,21,418.62 ",35230,HF Deluxe,54731.38
Gujarat,Tier 2,Bajaj,2016,Third,Dealer,Petrol,Expired,"84,198.00 ",2021,37.98,121,28.77,0.24,1.32,"51,933.91 ",9356,Dominar 400,32264.09
Maharashtra,Tier 2,Yamaha,2020,Third,Individual,Petrol,Not Available,"3,09,146.00 ",2021,49.7,122,37.23,0.31,1.33,"1,94,433.59 ",61830,FZ V3,114712.41
Karnataka,Tier 2,Royal Enfield,2019,Third,Individual,Petrol,Expired,"3,08,391.00 ",2021,46.7,872,41.7,0.05,1.12,"1,40,645.00 ",51399,Classic 350,167746
Madhya Pradesh,Tier 2,Yamaha,2020,Third,Dealer,Petrol,Not Available,"2,31,263.00 ",2021,60.85,278,29.6,0.11,2.06,"1,55,235.86 ",46253,R15 V4,76027.14
Tamil Nadu,Tier 2,Hero,2019,Third,Individual,Hybrid,Expired,"2,30,820.00 ",2021,5.59,123,78.59,0.64,0.07,"1,81,581.37 ",38470,Glamour,49238.63
Gujarat,Tier 2,Royal Enfield,2019,Third,Dealer,Electric,Not Available,"3,84,103.00 ",2021,16.93,183,85.6,0.47,0.2,"2,66,442.67 ",64018,Meteor 350,117660.33
Gujarat,Tier 2,Kawasaki,2018,Third,Individual,Petrol,Active,"53,535.00 ",2021,44.14,989,36.58,0.04,1.21,"25,076.68 ",7648,Ninja 400,28458.32
Rajasthan,Tier 2,TVS,2021,Third,Dealer,Petrol,Not Available,"2,80,009.00 ",2021,25.98,440,29.81,0.07,0.87,"1,16,669.87 ",70003,Jupiter,163339.13
Punjab,Tier 2,TVS,2019,Third,Individual,Electric,Not Available,"1,46,040.00 ",2021,7.4,841,89.18,0.11,0.08,"1,01,068.80 ",24340,Ronin,44971.2
Karnataka,Tier 2,KTM,2021,Third,Dealer,Electric,Active,"2,51,707.00 ",2021,27.75,403,74.68,0.19,0.37,"1,41,137.73 ",62927,390 Adventure,110569.27
Maharashtra,Tier 2,KTM,2018,Third,Dealer,Petrol,Active,"1,11,291.00 ",2021,65.52,975,56.25,0.06,1.16,"53,292.19 ",15899,RC 390,57998.81
Gujarat,Tier 2,Yamaha,2021,Third,Individual,Petrol,Expired,"3,13,862.00 ",2021,39.2,331,56.5,0.17,0.69,"1,27,217.74 ",78466,MT-15,186644.26
Rajasthan,Tier 2,TVS,2019,Third,Individual,Petrol,Active,"54,265.00 ",2021,44.8,680,52.19,0.08,0.86,"29,300.52 ",9045,Apache RTR 160,24964.48
West Bengal,Tier 2,Kawasaki,2017,Third,Individual,Petrol,Not Available,"2,91,500.00 ",2021,6.69,340,32.96,0.1,0.2,"1,73,476.12 ",36438,Z650,118023.88
Gujarat,Tier 2,Hero,2016,Third,Dealer,Electric,Expired,"3,02,699.00 ",2021,75.98,523,86.42,0.17,0.88,"2,02,309.70 ",33634,Glamour,100389.3
Delhi,Tier 2,Kawasaki,2021,Second,Dealer,Petrol,Not Available,"3,48,864.00 ",2021,10.94,833,41.28,0.05,0.26,"1,56,687.31 ",87216,Versys 650,192176.69
Tamil Nadu,Tier 2,Yamaha,2020,Second,Dealer,Electric,Active,"3,67,986.00 ",2021,18.12,248,83.93,0.34,0.22,"2,73,519.68 ",73598,R15 V4,94466.32
Madhya Pradesh,Tier 2,Yamaha,2017,Second,Dealer,Hybrid,Not Available,"3,76,238.00 ",2021,56.33,827,74.64,0.09,0.75,"2,92,050.90 ",47030,MT-15,84187.1
Delhi,Tier 2,Royal Enfield,2021,Second,Dealer,Electric,Active,"3,65,204.00 ",2021,30.06,469,96.37,0.21,0.31,"2,45,824.44 ",91301,Hunter 350,119379.56
Gujarat,Tier 2,Royal Enfield,2018,Second,Dealer,Petrol,Expired,"3,78,786.00 ",2021,19.84,347,31.76,0.09,0.62,"2,88,560.40 ",54113,Himalayan,90225.6
Maharashtra,Tier 2,Yamaha,2019,Second,Dealer,Electric,Expired,"2,07,133.00 ",2021,18.69,972,64.42,0.07,0.29,"96,567.04 ",34523,R15 V4,110565.96
Gujarat,Tier 2,KTM,2017,Second,Dealer,Hybrid,Active,"1,22,309.00 ",2021,6.08,339,80.87,0.24,0.08,"68,963.31 ",15289,250 Duke,53345.69
Punjab,Tier 2,Honda,2021,Second,Dealer,Hybrid,Expired,"3,50,344.00 ",2021,58.52,661,69.31,0.1,0.84,"2,23,348.92 ",87586,CBR 650R,126995.08
Delhi,Tier 2,Kawasaki,2019,Second,Dealer,Petrol,Expired,"2,40,096.00 ",2021,5.8,533,45.07,0.08,0.13,"1,78,293.50 ",40016,Z650,61802.5
Maharashtra,Tier 2,Royal Enfield,2019,Second,Individual,Petrol,Expired,"2,68,008.00 ",2021,20.85,810,46.38,0.06,0.45,"1,18,878.70 ",44668,Himalayan,149129.3
West Bengal,Tier 2,KTM,2019,Second,Dealer,Electric,Not Available,"1,16,152.00 ",2021,26.61,647,90.44,0.14,0.29,"65,384.57 ",19359,390 Adventure,50767.43
West Bengal,Tier 2,Bajaj,2021,Second,Individual,Hybrid,Active,"1,40,272.00 ",2021,27.22,178,82.47,0.46,0.33,"69,444.72 ",35068,Dominar 400,70827.28
Tamil Nadu,Tier 2,Honda,2019,Second,Dealer,Hybrid,Expired,"3,97,436.00 ",2021,46.75,329,98.43,0.3,0.48,"1,68,706.09 ",66240,Unicorn,228729.91
Delhi,Tier 2,Kawasaki,2018,Second,Individual,Electric,Active,"3,10,721.00 ",2021,72.6,634,95.97,0.15,0.76,"1,55,068.13 ",44389,Ninja 300,155652.87
Rajasthan,Tier 2,TVS,2015,Second,Individual,Petrol,Not Available,"1,36,951.00 ",2021,68.34,395,51.93,0.13,1.32,"63,880.42 ",13696,Ronin,73070.58
Uttar Pradesh,Tier 2,Kawasaki,2020,Second,Dealer,Hybrid,Expired,"3,90,684.00 ",2021,79.99,529,69,0.13,1.16,"2,30,644.65 ",78137,Ninja 400,160039.35
Tamil Nadu,Tier 2,Hero,2019,Second,Individual,Electric,Expired,"70,058.00 ",2021,28.03,446,86.83,0.19,0.32,"35,004.10 ",11677,Xtreme 160R,35053.9
